TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,CLASS NUMBER,F2F lecture in alternate weeks,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2021-22 Sem 2,UG,ARCH4075,2F,3313,,2022-03-15,2022-03-29,,TUE,,,,,,,14:30,18:20,Design 7,Dept of Architecture,
2021-22 Sem 2,UG,ARCH4075,2F,3313,,2022-03-18,2022-04-08,,,,,FRI,,,,14:30,18:20,Design 7,Dept of Architecture,
2021-22 Sem 2,UG,ARCH4075,2F,3313,,2022-04-12,2022-04-26,,TUE,,,,,,,14:30,18:20,Design 7,Dept of Architecture,
2021-22 Sem 2,UG,ARCH4075,2F,3313,,2022-04-22,2022-04-29,,,,,FRI,,,,14:30,18:20,Design 7,Dept of Architecture,
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-01-17,2022-01-24,MON,,,,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-01-20,2022-01-27,,,,THU,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-02-10,2022-03-03,,,,THU,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-02-14,2022-02-28,MON,,,,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-03-14,2022-04-11,MON,,,,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-03-17,2022-04-28,,,,THU,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4102,2A,3597,,2022-04-25,2022-04-25,MON,,,,,,,KB622,14:30,18:20,Landscape Design Studio 6,Dept of Architecture,"Kelly,Ashley Scott; Lu,Xiaoxuan"
2021-22 Sem 2,UG,ARCH4605,2A,1896,,2022-01-17,2022-01-24,MON,,,,,,,CYPP2,15:30,17:20,Building Technology 5 - Building Integration,Architecture Faculty,"Tam,Wai Lam"
2021-22 Sem 2,UG,ARCH4605,2A,1896,,2022-02-14,2022-02-28,MON,,,,,,,CYPP2,15:30,17:20,Building Technology 5 - Building Integration,Architecture Faculty,"Tam,Wai Lam"
2021-22 Sem 2,UG,ARCH4605,2A,1896,,2022-03-14,2022-04-11,MON,,,,,,,CYPP2,15:30,17:20,Building Technology 5 - Building Integration,Architecture Faculty,"Tam,Wai Lam"
2021-22 Sem 2,UG,ARCH4605,2A,1896,,2022-04-25,2022-04-25,MON,,,,,,,CYPP2,15:30,17:20,Building Technology 5 - Building Integration,Architecture Faculty,"Tam,Wai Lam"
2021-22 Sem 2,UG,ARCH4606,2A,1897,,2022-01-20,2022-01-27,,,,THU,,,,MB237,16:30,18:20,Architectural History and Theory 5 - Contemporary Issues in Architecture,Architecture Faculty,"Zhu,Tao"
2021-22 Sem 2,UG,ARCH4606,2A,1897,,2022-02-10,2022-03-03,,,,THU,,,,MB237,16:30,18:20,Architectural History and Theory 5 - Contemporary Issues in Architecture,Architecture Faculty,"Zhu,Tao"
2021-22 Sem 2,UG,ARCH4606,2A,1897,,2022-03-17,2022-04-28,,,,THU,,,,MB237,16:30,18:20,Architectural History and Theory 5 - Contemporary Issues in Architecture,Architecture Faculty,"Zhu,Tao"
2021-22 Sem 2,UG,ARCH4705,2A,1942,,2022-01-21,2022-01-28,,,,,FRI,,,KB419,09:30,12:20,Strategic Landscape Planning,Dept of Architecture,"Jiang,Bin"
2021-22 Sem 2,UG,ARCH4705,2A,1942,,2022-02-11,2022-03-04,,,,,FRI,,,KB419,09:30,12:20,Strategic Landscape Planning,Dept of Architecture,"Jiang,Bin"
2021-22 Sem 2,UG,ARCH4705,2A,1942,,2022-03-18,2022-04-08,,,,,FRI,,,KB419,09:30,12:20,Strategic Landscape Planning,Dept of Architecture,"Jiang,Bin"
2021-22 Sem 2,UG,ARCH4705,2A,1942,,2022-04-22,2022-04-29,,,,,FRI,,,KB419,09:30,12:20,Strategic Landscape Planning,Dept of Architecture,"Jiang,Bin"
2021-22 Sem 2,UG,ARCH7156,2A,4625,,2022-01-20,2022-01-27,,,,THU,,,,KB132,09:30,12:20,Landscape technology II,Dept of Architecture,"Valin,Ivan Alexander"
2021-22 Sem 2,UG,ARCH7156,2A,4625,,2022-02-10,2022-03-03,,,,THU,,,,KB132,09:30,12:20,Landscape technology II,Dept of Architecture,"Valin,Ivan Alexander"
2021-22 Sem 2,UG,ARCH7156,2A,4625,,2022-03-17,2022-04-28,,,,THU,,,,KB132,09:30,12:20,Landscape technology II,Dept of Architecture,"Valin,Ivan Alexander"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-01-17,2022-01-24,MON,,,,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-01-20,2022-01-27,,,,THU,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-02-10,2022-03-03,,,,THU,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-02-14,2022-02-28,MON,,,,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-03-14,2022-04-11,MON,,,,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-03-17,2022-04-28,,,,THU,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH1001,2A,3810,,2022-04-25,2022-04-25,MON,,,,,,,CPD-LG.01,14:30,15:20,Introduction to Western art history,School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2025,2A,3812,,2022-01-21,2022-01-28,,,,,FRI,,,CPD-2.42,15:30,17:20,The art of the Baroque ca. 1560-1720,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2025,2A,3812,,2022-02-11,2022-03-04,,,,,FRI,,,CPD-2.42,15:30,17:20,The art of the Baroque ca. 1560-1720,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2025,2A,3812,,2022-03-18,2022-04-08,,,,,FRI,,,CPD-2.42,15:30,17:20,The art of the Baroque ca. 1560-1720,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2025,2A,3812,,2022-04-22,2022-04-29,,,,,FRI,,,CPD-2.42,15:30,17:20,The art of the Baroque ca. 1560-1720,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-01-18,2022-01-25,,TUE,,,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-01-20,2022-01-27,,,,THU,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-02-08,2022-03-01,,TUE,,,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-02-10,2022-03-03,,,,THU,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-03-15,2022-03-29,,TUE,,,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-03-17,2022-04-28,,,,THU,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2027,2A,3814,,2022-04-12,2022-04-26,,TUE,,,,,,CPD-2.42,09:30,10:20,"The formation of modernity: art in Europe, 1840-1900",School of Humanities,"Thomas,Gregory Morris"
2021-22 Sem 2,UG,ARTH2077,2A,3813,,2022-01-18,2022-01-25,,TUE,,,,,,CPD-2.42,16:30,18:20,The European city in the early modern world,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2077,2A,3813,,2022-02-08,2022-03-01,,TUE,,,,,,CPD-2.42,16:30,18:20,The European city in the early modern world,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2077,2A,3813,,2022-03-15,2022-03-29,,TUE,,,,,,CPD-2.42,16:30,18:20,The European city in the early modern world,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2077,2A,3813,,2022-04-12,2022-04-26,,TUE,,,,,,CPD-2.42,16:30,18:20,The European city in the early modern world,School of Humanities,"Wan,Hin Man"
2021-22 Sem 2,UG,ARTH2081,2A,3815,,2022-01-18,2022-01-25,,TUE,,,,,,CPD-2.42,10:30,12:20,Art history & its methods,School of Humanities,"Wyma,Kathleen Lynne"
2021-22 Sem 2,UG,ARTH2081,2A,3815,,2022-02-08,2022-03-01,,TUE,,,,,,CPD-2.42,10:30,12:20,Art history & its methods,School of Humanities,"Wyma,Kathleen Lynne"
2021-22 Sem 2,UG,ARTH2081,2A,3815,,2022-03-15,2022-03-29,,TUE,,,,,,CPD-2.42,10:30,12:20,Art history & its methods,School of Humanities,"Wyma,Kathleen Lynne"
2021-22 Sem 2,UG,ARTH2081,2A,3815,,2022-04-12,2022-04-26,,TUE,,,,,,CPD-2.42,10:30,12:20,Art history & its methods,School of Humanities,"Wyma,Kathleen Lynne"
2021-22 Sem 2,UG,ARTH2091,2A,3816,,2022-01-17,2022-01-24,MON,,,,,,,CPD-2.42,15:30,17:20,Foundations of literati art and culture,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2091,2A,3816,,2022-02-14,2022-02-28,MON,,,,,,,CPD-2.42,15:30,17:20,Foundations of literati art and culture,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2091,2A,3816,,2022-03-14,2022-04-11,MON,,,,,,,CPD-2.42,15:30,17:20,Foundations of literati art and culture,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2091,2A,3816,,2022-04-25,2022-04-25,MON,,,,,,,CPD-2.42,15:30,17:20,Foundations of literati art and culture,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2095,2A,3817,,2022-01-21,2022-01-28,,,,,FRI,,,CPD-2.42,12:30,14:20,Venerated vessels: The history of Chinese ceramics,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2095,2A,3817,,2022-02-11,2022-03-04,,,,,FRI,,,CPD-2.42,12:30,14:20,Venerated vessels: The history of Chinese ceramics,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2095,2A,3817,,2022-03-18,2022-04-08,,,,,FRI,,,CPD-2.42,12:30,14:20,Venerated vessels: The history of Chinese ceramics,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2095,2A,3817,,2022-04-22,2022-04-29,,,,,FRI,,,CPD-2.42,12:30,14:20,Venerated vessels: The history of Chinese ceramics,School of Humanities,"Leung,Pui Yi Ruby"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-01-18,2022-01-25,,TUE,,,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-01-20,2022-01-27,,,,THU,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-02-08,2022-03-01,,TUE,,,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-02-10,2022-03-03,,,,THU,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-03-15,2022-03-29,,TUE,,,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-03-17,2022-04-28,,,,THU,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2100,2A,3818,,2022-04-12,2022-04-26,,TUE,,,,,,CPD-2.42,12:30,13:20,"Body, gender and sexuality in contemporary art",School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH2108,2A,3827,,2022-01-17,2022-01-24,MON,,,,,,,CPD-3.41,12:30,14:20,Emerging societies: An introduction to Mesopotamian archaeology,School of Humanities,"Cobb,Peter Jon"
2021-22 Sem 2,UG,ARTH2108,2A,3827,,2022-02-14,2022-02-28,MON,,,,,,,CPD-3.41,12:30,14:20,Emerging societies: An introduction to Mesopotamian archaeology,School of Humanities,"Cobb,Peter Jon"
2021-22 Sem 2,UG,ARTH2108,2A,3827,,2022-03-14,2022-04-11,MON,,,,,,,CPD-3.41,12:30,14:20,Emerging societies: An introduction to Mesopotamian archaeology,School of Humanities,"Cobb,Peter Jon"
2021-22 Sem 2,UG,ARTH2108,2A,3827,,2022-04-25,2022-04-25,MON,,,,,,,CPD-3.41,12:30,14:20,Emerging societies: An introduction to Mesopotamian archaeology,School of Humanities,"Cobb,Peter Jon"
2021-22 Sem 2,UG,ARTH3014,2A,3808,,2022-01-18,2022-01-25,,TUE,,,,,,CPD-3.01,13:30,15:20,The whys of where: An East Asian art history of imaginative geographies,School of Humanities,"Baecker,Angeline Charlotte"
2021-22 Sem 2,UG,ARTH3014,2A,3808,,2022-02-08,2022-03-01,,TUE,,,,,,CPD-3.01,13:30,15:20,The whys of where: An East Asian art history of imaginative geographies,School of Humanities,"Baecker,Angeline Charlotte"
2021-22 Sem 2,UG,ARTH3014,2A,3808,,2022-03-15,2022-03-29,,TUE,,,,,,CPD-3.01,13:30,15:20,The whys of where: An East Asian art history of imaginative geographies,School of Humanities,"Baecker,Angeline Charlotte"
2021-22 Sem 2,UG,ARTH3014,2A,3808,,2022-04-12,2022-04-26,,TUE,,,,,,CPD-3.01,13:30,15:20,The whys of where: An East Asian art history of imaginative geographies,School of Humanities,"Baecker,Angeline Charlotte"
2021-22 Sem 2,UG,ARTH3022,2A,3809,,2022-01-26,2022-01-26,,,WED,,,,,CPD-3.01,10:30,12:20,Visual culture of modern Japan,School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH3022,2A,3809,,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.01,10:30,12:20,Visual culture of modern Japan,School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH3022,2A,3809,,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.01,10:30,12:20,Visual culture of modern Japan,School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH4002,2A,3807,,2022-01-26,2022-01-26,,,WED,,,,,CPD-3.01,14:30,16:20,Perspectives in Asian art (capstone),School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH4002,2A,3807,,2022-02-09,2022-03-02,,,WED,,,,,CPD-3.01,14:30,16:20,Perspectives in Asian art (capstone),School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH4002,2A,3807,,2022-03-23,2022-04-27,,,WED,,,,,CPD-3.01,14:30,16:20,Perspectives in Asian art (capstone),School of Humanities,"Chan,Chun Wa"
2021-22 Sem 2,UG,ARTH4005,2A,3854,,2021-12-01,2022-06-26,,,,,,,,,     ,08:20,Art history internship (capstone),School of Humanities,
2021-22 Sem 2,UG,ARTH4006,2A,3860,,2021-12-01,2022-06-26,,,,,,,,,     ,08:20,Independent research project in art history (capstone experience),School of Humanities,"Wyma,Kathleen Lynne"
2021-22 Sem 2,UG,ARTH4009,2A,3811,,2022-01-17,2022-01-24,MON,,,,,,,CPD-3.01,14:30,17:20,Perspectives in contemporary art (capstone),School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH4009,2A,3811,,2022-02-14,2022-02-28,MON,,,,,,,CPD-3.01,14:30,17:20,Perspectives in contemporary art (capstone),School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH4009,2A,3811,,2022-03-14,2022-04-11,MON,,,,,,,CPD-3.01,14:30,17:20,Perspectives in contemporary art (capstone),School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,ARTH4009,2A,3811,,2022-04-25,2022-04-25,MON,,,,,,,CPD-3.01,14:30,17:20,Perspectives in contemporary art (capstone),School of Humanities,"Sheng,Kuang Vivian"
2021-22 Sem 2,UG,BASC1002,2A,3476,,2022-01-17,2022-02-28,MON,,,,,,,CPD-2.37,12:30,14:20,Qualitative and Quantitative Methods in Interdisciplinary Studies II,Social Sciences Faculty,"Hoang,Andrew Pau; Johnson,Michael David; Lau,Chun Yin; Wotherspoon,Timothy David"
2021-22 Sem 2,UG,BASC1002,2A,3476,,2022-03-14,2022-04-11,MON,,,,,,,CPD-2.37,12:30,14:20,Qualitative and Quantitative Methods in Interdisciplinary Studies II,Social Sciences Faculty,"Hoang,Andrew Pau; Johnson,Michael David; Lau,Chun Yin; Wotherspoon,Timothy David"
2021-22 Sem 2,UG,BASC1002,2A,3476,,2022-04-25,2022-04-25,MON,,,,,,,CPD-2.37,12:30,14:20,Qualitative and Quantitative Methods in Interdisciplinary Studies II,Social Sciences Faculty,"Hoang,Andrew Pau; Johnson,Michael David; Lau,Chun Yin; Wotherspoon,Timothy David"
2021-22 Sem 2,UG,BASC2001,2A,3753,,2022-01-17,2022-01-31,MON,,,,,,,CPD-1.24,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2A,3753,,2022-02-14,2022-02-28,MON,,,,,,,CPD-1.24,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2A,3753,,2022-03-14,2022-04-11,MON,,,,,,,CPD-1.24,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2A,3753,,2022-04-25,2022-04-25,MON,,,,,,,CPD-1.24,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2B,3756,,2022-01-17,2022-01-24,MON,,,,,,,,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2B,3756,,2022-02-14,2022-02-28,MON,,,,,,,,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2B,3756,,2022-03-14,2022-04-11,MON,,,,,,,,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2B,3756,,2022-04-25,2022-04-25,MON,,,,,,,,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2C,3755,,2022-01-21,2022-01-28,,,,,FRI,,,MWT4,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2C,3755,,2022-02-11,2022-03-04,,,,,FRI,,,MWT4,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2C,3755,,2022-03-18,2022-04-08,,,,,FRI,,,MWT4,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2C,3755,,2022-04-22,2022-04-29,,,,,FRI,,,MWT4,09:30,12:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Forth,Martin William"
2021-22 Sem 2,UG,BASC2001,2D,3754,,2022-01-21,2022-01-28,,,,,FRI,,,CPD-LG.09,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2D,3754,,2022-02-11,2022-03-04,,,,,FRI,,,CPD-LG.09,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2D,3754,,2022-03-18,2022-04-08,,,,,FRI,,,CPD-LG.09,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC2001,2D,3754,,2022-04-22,2022-04-29,,,,,FRI,,,CPD-LG.09,14:30,17:20,"Essential skills for undergraduates:The Leadership Development Course on Culture,Science and Society",Social Sciences Faculty,"Lockey,Oi-Leung Helen"
2021-22 Sem 2,UG,BASC9001,2A,3630,,2022-01-18,2022-01-25,,TUE,,,,,,LE1,16:30,18:20,Foundations of Human Knowledge,Social Sciences Faculty,"Asay,Jamin Frederick; Barry,Tom Joseph; Cheung,Sing Hang; Chin,Chin Shing Arthur; Lau,Chun Yin; Mumby,Hannah Sue"
2021-22 Sem 2,UG,BASC9001,2A,3630,,2022-02-08,2022-03-01,,TUE,,,,,,LE1,16:30,18:20,Foundations of Human Knowledge,Social Sciences Faculty,"Asay,Jamin Frederick; Barry,Tom Joseph; Cheung,Sing Hang; Chin,Chin Shing Arthur; Lau,Chun Yin; Mumby,Hannah Sue"
2021-22 Sem 2,UG,BASC9001,2A,3630,,2022-03-15,2022-03-29,,TUE,,,,,,LE1,16:30,18:20,Foundations of Human Knowledge,Social Sciences Faculty,"Asay,Jamin Frederick; Barry,Tom Joseph; Cheung,Sing Hang; Chin,Chin Shing Arthur; Lau,Chun Yin; Mumby,Hannah Sue"
2021-22 Sem 2,UG,BASC9001,2A,3630,,2022-04-12,2022-04-26,,TUE,,,,,,LE1,16:30,18:20,Foundations of Human Knowledge,Social Sciences Faculty,"Asay,Jamin Frederick; Barry,Tom Joseph; Cheung,Sing Hang; Chin,Chin Shing Arthur; Lau,Chun Yin; Mumby,Hannah Sue"
2021-22 Sem 2,UG,BBED1102,2A,2229,,2022-01-20,2022-01-27,,,,THU,,,,RM203,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1102,2A,2229,,2022-02-10,2022-03-03,,,,THU,,,,RM203,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1102,2A,2229,,2022-03-17,2022-04-28,,,,THU,,,,RM203,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1102,2B,2232,,2022-01-18,2022-01-25,,TUE,,,,,,MW401,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2B,2232,,2022-02-08,2022-03-01,,TUE,,,,,,MW401,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2B,2232,,2022-03-15,2022-03-29,,TUE,,,,,,MW401,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2B,2232,,2022-04-12,2022-04-26,,TUE,,,,,,MW401,13:30,15:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2C,2231,,2022-01-17,2022-01-31,MON,,,,,,,RM206,09:30,11:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2C,2231,,2022-02-14,2022-02-28,MON,,,,,,,RM206,09:30,11:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2C,2231,,2022-03-14,2022-04-11,MON,,,,,,,RM206,09:30,11:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2C,2231,,2022-04-25,2022-04-25,MON,,,,,,,RM206,09:30,11:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Soto Pineda,Carlos Enrique"
2021-22 Sem 2,UG,BBED1102,2D,2230,,2022-01-20,2022-01-27,,,,THU,,,,RM202,10:30,12:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1102,2D,2230,,2022-02-10,2022-03-03,,,,THU,,,,RM202,10:30,12:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1102,2D,2230,,2022-03-17,2022-04-28,,,,THU,,,,RM202,10:30,12:20,Becoming a teaching professional: Education in a globalized society 2,Education Faculty,"Wong,Wai Lun"
2021-22 Sem 2,UG,BBED1621,2A,3936,,2022-04-30,2022-04-30,,,,,,SAT,,,08:30,08:50,Faculty English Language Proficiency Test I (Speaking),Education Faculty,
2021-22 Sem 2,UG,BBED1622,2A,3937,,2022-04-30,2022-04-30,,,,,,SAT,,,14:00,14:50,Faculty English Language Proficiency Test II (Writing),Education Faculty,
2021-22 Sem 2,UG,BBED2102,2A,2233,,2022-01-17,2022-01-24,MON,,,,,,,RM403,09:30,11:20,Becoming a teaching professional: Understanding learning and teaching 2,Education Faculty,"Chan,Suk Ying Eva"
